record_id,train_id,snapshot_timestamp,total_kms,age_in_months,avg_vibration_amplitude_mm_s,max_motor_temp_celsius,recent_fault_codes_count,actual_failure_risk_score
985,6,2025-10-24,125365.62,18,0.3608,62.21,1,0.1176
986,6,2025-10-25,125689.86,18,0.8904,68.89,1,0.2861
987,6,2025-10-26,125929.3,18,0.3116,66.13,2,0.2024
988,6,2025-10-27,126172.4,18,0.3898,69.23,1,0.2156
989,6,2025-10-28,126450.01,18,0.6258,68.11,1,0.236
990,6,2025-10-29,126707.85,18,0.3327,66.33,2,0.2082
991,6,2025-10-30,126993.26,18,0.3744,62.96,1,0.1296
992,6,2025-10-31,127294.44,18,0.3862,65.2,1,0.1613
993,6,2025-11-01,127573.3,18,0.337,67.55,0,0.1453
994,6,2025-11-02,127966.77,18,0.2187,67.94,0,0.1327
995,6,2025-11-03,128179.08,18,0.3326,61.93,0,0.0696
996,6,2025-11-04,128478.48,18,0.3525,86.71,1,0.443
997,6,2025-11-05,128761.19,18,0.3075,67.86,1,0.185
998,6,2025-11-06,129040.53,18,0.3234,62.11,2,0.1507
999,6,2025-11-07,129526.74,18,0.2537,66.25,0,0.1154
1000,6,2025-11-08,129876.15,18,0.2212,68.47,0,0.1401
1001,6,2025-11-09,130167.09,18,0.1917,63.93,2,0.1564
1002,6,2025-11-10,130637.69,18,0.3433,64.78,1,0.1492
1003,6,2025-11-11,131015.34,18,0.2615,63.38,1,0.1183
1004,6,2025-11-12,131344.84,18,0.2297,71.01,0,0.1753
1005,6,2025-11-13,131828.35,18,0.2156,84.97,2,0.4393
1006,6,2025-11-14,132113.14,18,0.807,71.52,1,0.3087
1007,6,2025-11-15,132555.95,18,0.3564,65.53,1,0.1611
1008,6,2025-11-16,133038.35,18,0.3548,64.66,2,0.1893
1009,6,2025-11-17,133511.02,18,0.3649,67.62,0,0.1504
1010,6,2025-11-18,133912.52,18,0.8814,65.38,0,0.1979
1011,6,2025-11-19,134362.51,18,0.272,64.56,0,0.0956
1012,6,2025-11-20,134828.38,18,0.2682,61.93,0,0.0599
1013,6,2025-11-21,135183.49,18,0.2469,67.51,1,0.1712
1014,6,2025-11-22,135387.99,18,0.2459,66.55,0,0.1182
1015,6,2025-11-23,135765.82,18,0.2036,70.31,0,0.162
1016,6,2025-11-24,136210.42,18,0.2817,69.55,2,0.2436
1017,6,2025-11-25,136439.45,18,0.2668,67.66,2,0.2161
1018,6,2025-11-26,136900.39,18,0.2251,65.62,0,0.1027
1019,6,2025-11-27,137168.19,18,0.2884,62.28,0,0.0677
1020,6,2025-11-28,137605.62,18,1.0241,64.82,1,0.2519
1021,6,2025-11-29,138066.16,18,0.3803,68.93,0,0.1701
1022,6,2025-11-30,138395.88,18,0.209,66.43,2,0.191
1023,6,2025-12-01,138656.28,18,0.2542,67.07,1,0.1664
1024,6,2025-12-02,139071.32,18,0.2631,68.9,2,0.2322
1025,6,2025-12-03,139438.54,18,0.3808,64.2,0,0.1071
1026,6,2025-12-04,139656.9,18,0.2937,66.65,2,0.2068
1027,6,2025-12-05,140030.67,18,0.2298,70.41,2,0.2472
1028,6,2025-12-06,140248.38,18,0.202,64.42,1,0.1233
1029,6,2025-12-07,140556.96,18,0.2481,63.38,0,0.0763
1030,6,2025-12-08,140869.57,18,0.2839,91.3,1,0.4939
1031,6,2025-12-09,141368.66,18,0.3805,64.73,0,0.1141
1032,6,2025-12-10,141848.74,18,0.2589,71.36,0,0.1842
1033,6,2025-12-11,142279.67,18,0.297,64.95,1,0.1446
1034,6,2025-12-12,142719.26,18,0.3208,63.91,1,0.1342
1035,6,2025-12-13,143084.38,18,0.2321,64.36,2,0.1669
1036,6,2025-12-14,143399.1,18,0.2941,71.81,1,0.2355
1037,6,2025-12-15,143675.73,18,0.2853,63.78,1,0.1273
1038,6,2025-12-16,143985.77,18,0.2087,63.12,2,0.1469
1039,6,2025-12-17,144348.24,18,0.3371,71.26,2,0.2747
1040,6,2025-12-18,144624.18,18,0.3725,71.42,2,0.2822
1041,6,2025-12-19,144999.6,18,0.7537,69.14,1,0.2689
1042,6,2025-12-20,145319.59,18,0.3529,65.64,2,0.2021
1043,6,2025-12-21,145602.3,18,0.2995,63.94,0,0.0914
1044,6,2025-12-22,145940.31,18,0.289,68.85,0,0.1553
1045,6,2025-12-23,146185.98,18,0.3384,63.01,2,0.1649
1046,6,2025-12-24,146608.47,18,0.195,85.83,2,0.4484
1047,6,2025-12-25,146849.76,18,0.3336,66.51,2,0.2109
1048,6,2025-12-26,147107.06,18,0.2583,67.98,2,0.2191
1049,6,2025-12-27,147347.39,18,0.2038,69.75,1,0.1946
1050,6,2025-12-28,147594.25,18,0.3458,65.23,0,0.1157
1051,6,2025-12-29,147932.04,18,0.2857,64.21,2,0.173
1052,6,2025-12-30,148210.64,18,0.3309,65.93,1,0.1626
1053,6,2025-12-31,148550.48,18,0.3779,67.36,0,0.1489
1054,6,2026-01-01,148864.84,18,0.3744,63.21,0,0.093
1055,6,2026-01-02,149219.84,18,0.2627,64.31,1,0.1309
1056,6,2026-01-03,149580.4,18,0.2472,65.07,2,0.1786
1057,6,2026-01-04,150070.55,18,0.3392,64.32,1,0.1425
1058,6,2026-01-05,150502.46,18,0.2722,66.73,1,0.1645
1059,6,2026-01-06,150886.69,18,0.3182,68.41,1,0.1939
1060,6,2026-01-07,151155.47,18,0.3238,70.13,1,0.2177
1061,6,2026-01-08,151412.32,18,0.243,63.33,1,0.1148
1062,6,2026-01-09,151697.73,18,0.2556,89.53,1,0.466
1063,6,2026-01-10,152156.34,18,0.2019,68.63,2,0.2194
1064,6,2026-01-11,152480.4,18,0.6046,64.87,2,0.2297
1065,6,2026-01-12,152959.42,18,0.3378,67.11,0,0.1395
1066,6,2026-01-13,153440.16,18,0.2738,63.8,2,0.1657
1067,6,2026-01-14,153891.59,18,0.2238,68.27,1,0.1778
1068,6,2026-01-15,154256.57,18,0.2153,63.01,1,0.1064
1069,6,2026-01-16,154463.11,18,0.2652,65.33,1,0.1449
1070,6,2026-01-17,154948.83,18,0.339,65.58,1,0.1592
1071,6,2026-01-18,155222.01,18,0.1904,68.4,2,0.216
1072,6,2026-01-19,155471.71,18,1.058,68.78,0,0.2698
1073,6,2026-01-20,155674.19,18,0.3055,66.03,0,0.1203
1074,6,2026-01-21,155965.45,18,0.1943,89.61,2,0.4989
1075,6,2026-01-22,156303.7,18,0.3433,66.17,1,0.1677
1076,6,2026-01-23,156557.62,18,0.2075,69.03,0,0.1455
1077,6,2026-01-24,157002.17,18,0.3163,67.06,0,0.1356
1078,6,2026-01-25,157430.12,18,0.2864,66.59,0,0.1249
1079,6,2026-01-26,157924.14,18,0.2987,69.09,0,0.16
1080,6,2026-01-27,158339.15,18,0.2857,64.6,1,0.1382
1081,7,2025-08-01,96286.2,21,1.0187,64.07,1,0.2451
1082,7,2025-08-02,96585.85,21,0.3147,67.79,1,0.1891
1083,7,2025-08-03,96815.83,21,0.2418,60.85,2,0.1256
1084,7,2025-08-04,97289.64,21,0.2075,66.65,1,0.1577
1085,7,2025-08-05,97632.63,21,0.3714,65.05,0,0.121
1086,7,2025-08-06,97886.82,21,0.295,61.47,2,0.1419
1087,7,2025-08-07,98332.05,21,0.3205,68.23,0,0.1558
1088,7,2025-08-08,98763.25,21,0.3857,66.82,1,0.1868
1089,7,2025-08-09,99244.44,21,0.331,66.16,0,0.1297
1090,7,2025-08-10,99604.24,21,0.383,80.11,1,0.3636
1091,7,2025-08-11,99879.88,21,0.2472,60.06,2,0.1158
1092,7,2025-08-12,100158.66,21,0.2542,66.93,2,0.2085
1093,7,2025-08-13,100485.61,21,0.2564,68.56,0,0.1506
1094,7,2025-08-14,100961.7,21,0.2414,68.75,2,0.2309
1095,7,2025-08-15,101457.48,21,0.2051,64.33,2,0.1665
1096,7,2025-08-16,101889.26,21,1.2128,66.78,2,0.3504
1097,7,2025-08-17,102171.83,21,0.2159,68.56,2,0.2245
1098,7,2025-08-18,102617.26,21,0.3907,62.37,2,0.1683
1099,7,2025-08-19,102827.3,21,0.2257,60.34,2,0.1163
1100,7,2025-08-20,103305.44,21,0.208,65.9,1,0.1478
1101,7,2025-08-21,103615.25,21,0.388,67.17,2,0.2318
1102,7,2025-08-22,104022.88,21,0.2944,61.58,2,0.1432
1103,7,2025-08-23,104280.76,21,0.2519,61.21,2,0.132
1104,7,2025-08-24,104773.15,21,1.0111,61.44,1,0.2089
1105,7,2025-08-25,104975.04,21,0.3186,66.22,0,0.1286
1106,7,2025-08-26,105393.87,21,0.2563,63.05,0,0.0771
1107,7,2025-08-27,105849.3,21,0.2476,61.96,2,0.1413
1108,7,2025-08-28,106118.44,21,0.2132,61.43,1,0.0891
1109,7,2025-08-29,106326.31,21,0.2479,81.63,1,0.3636
1110,7,2025-08-30,106813.71,21,0.3555,64.03,0,0.105
1111,7,2025-08-31,107208.07,21,0.372,61.29,0,0.071
1112,7,2025-09-01,107467.37,21,0.3521,65.16,0,0.1197
1113,7,2025-09-02,107883.07,21,0.2849,65.13,0,0.1091
1114,7,2025-09-03,108179.61,21,0.3376,67.51,0,0.1488
1115,7,2025-09-04,108492.63,21,0.3291,66.79,0,0.1379
1116,7,2025-09-05,108990.98,21,0.2176,62.41,2,0.1428
1117,7,2025-09-06,109402.82,21,0.2387,68.23,2,0.2235
1118,7,2025-09-07,109625.34,21,0.2248,87.57,2,0.4793
1119,7,2025-09-08,110034.79,21,0.2348,62.89,2,0.1517
1120,7,2025-09-09,110477.9,21,0.2513,68.72,2,0.2319
1121,7,2025-09-10,110856.89,21,0.3783,67.2,2,0.2308
1122,7,2025-09-11,111174.15,21,0.2233,61.68,2,0.1339
1123,7,2025-09-12,111495.63,21,0.3468,65.04,2,0.1972
1124,7,2025-09-13,111749.9,21,0.3072,70.34,1,0.2219
1125,7,2025-09-14,112148.96,21,0.2181,68.51,2,0.2242
1126,7,2025-09-15,112513.97,21,0.2622,64.94,0,0.1033
1127,7,2025-09-16,112746.43,21,0.2732,64.33,2,0.1768
1128,7,2025-09-17,112997.32,21,0.2994,66.06,0,0.1237
1129,7,2025-09-18,113306.84,21,0.2809,65.81,2,0.1976
1130,7,2025-09-19,113541.69,21,0.3915,69.64,2,0.2653
1131,7,2025-09-20,113856.0,21,0.301,68.05,2,0.2305
1132,7,2025-09-21,114306.23,21,0.3634,68.15,0,0.1611
1133,7,2025-09-22,114650.76,21,0.2194,65.61,1,0.1458
1134,7,2025-09-23,114987.31,21,0.2366,64.01,0,0.0869
1135,7,2025-09-24,115424.5,21,0.26,66.09,0,0.1182
1136,7,2025-09-25,115905.76,21,0.2331,66.93,0,0.1253
1137,7,2025-09-26,116269.89,21,0.3858,87.59,0,0.4237
1138,7,2025-09-27,116662.11,21,0.3097,69.08,2,0.2456
1139,7,2025-09-28,117091.12,21,0.2492,63.91,2,0.1675
1140,7,2025-09-29,117440.07,21,0.2197,70.8,2,0.255
1141,7,2025-09-30,117786.68,21,0.8297,63.64,1,0.2109
1142,7,2025-10-01,118115.54,21,0.4022,66.67,1,0.1872
1143,7,2025-10-02,118413.39,21,0.2276,61.74,1,0.0953
1144,7,2025-10-03,118865.09,21,0.2484,61.24,2,0.1318
1145,7,2025-10-04,119098.78,21,0.3568,67.44,1,0.1907
1146,7,2025-10-05,119526.05,21,0.3935,68.3,0,0.1677
1147,7,2025-10-06,119782.89,21,0.9933,67.34,2,0.3249
1148,7,2025-10-07,120120.61,21,0.9957,69.83,1,0.3184
1149,7,2025-10-08,120568.3,21,0.2106,63.04,0,0.0701
1150,7,2025-10-09,120778.0,21,0.3185,86.98,2,0.4855
1151,7,2025-10-10,121245.73,21,0.3231,67.84,2,0.231
1152,7,2025-10-11,121603.37,21,0.2552,65.09,2,0.1841
1153,7,2025-10-12,121879.75,21,0.7379,69.51,2,0.3154
1154,7,2025-10-13,122111.29,21,0.2763,62.12,0,0.0677
1155,7,2025-10-14,122563.79,21,0.2057,63.02,2,0.1491
1156,7,2025-10-15,123046.7,21,0.2509,61.47,1,0.0952
1157,7,2025-10-16,123414.09,21,0.2912,61.83,0,0.0661
1158,7,2025-10-17,123821.63,21,0.3821,64.18,0,0.111
1159,7,2025-10-18,124150.06,21,0.3676,68.38,2,0.2449
1160,7,2025-10-19,124611.33,21,0.2096,86.97,1,0.429
1161,7,2025-10-20,124856.11,21,0.2794,65.04,0,0.1071
1162,7,2025-10-21,125300.96,21,0.3449,62.48,2,0.1629
1163,7,2025-10-22,125726.21,21,0.373,62.06,0,0.0815
1164,7,2025-10-23,126197.79,21,0.3179,66.9,1,0.1777
1165,7,2025-10-24,126578.06,21,0.2991,66.68,0,0.132
1166,7,2025-10-25,126915.44,21,0.2853,70.15,1,0.2161
1167,7,2025-10-26,127368.69,21,0.2942,69.0,2,0.2421
1168,7,2025-10-27,127829.49,21,0.3668,64.45,0,0.1124
1169,7,2025-10-28,128031.42,21,0.3637,66.6,2,0.2206
1170,7,2025-10-29,128300.22,21,0.3627,62.05,2,0.1597
1171,7,2025-10-30,128647.69,21,0.2676,88.94,2,0.504
1172,7,2025-10-31,129022.55,21,0.3376,70.21,2,0.2648
1173,7,2025-11-01,129504.55,21,0.2244,62.19,1,0.1008
1174,7,2025-11-02,129713.32,21,0.8221,64.6,1,0.2227
1175,7,2025-11-03,129969.25,21,0.2553,66.99,0,0.1295
1176,7,2025-11-04,130227.05,21,0.2369,64.6,2,0.1749
1177,7,2025-11-05,130578.51,21,0.3417,65.9,0,0.1279
1178,7,2025-11-06,131028.7,21,0.3038,70.25,1,0.2203
1179,7,2025-11-07,131491.73,21,0.3349,70.41,0,0.187
1180,7,2025-11-08,131699.51,21,0.2529,70.73,2,0.259
1181,7,2025-11-09,132051.31,21,0.2586,69.26,1,0.2002
1182,7,2025-11-10,132268.93,21,0.3398,67.68,0,0.1513
1183,7,2025-11-11,132495.6,21,0.3783,62.87,2,0.173
1184,7,2025-11-12,132893.65,21,1.0377,63.96,0,0.2065
1185,7,2025-11-13,133208.88,21,1.0327,63.68,2,0.2819
1186,7,2025-11-14,133594.88,21,0.3028,70.65,0,0.1854
1187,7,2025-11-15,133861.11,21,0.2258,64.61,2,0.1733
1188,7,2025-11-16,134099.61,21,0.2867,67.72,0,0.144
1189,7,2025-11-17,134513.88,21,0.2635,68.51,1,0.191
1190,7,2025-11-18,134746.6,21,0.253,67.38,1,0.1743
1191,7,2025-11-19,134969.83,21,0.342,66.81,1,0.1801
1192,7,2025-11-20,135341.04,21,0.2769,69.3,2,0.2435
1193,7,2025-11-21,135641.01,21,0.3472,65.78,0,0.1272
1194,7,2025-11-22,136055.04,21,0.2327,67.42,0,0.1318
1195,7,2025-11-23,136310.6,21,0.2069,68.86,2,0.2272
1196,7,2025-11-24,136518.9,21,0.3307,67.24,2,0.2242
1197,7,2025-11-25,136868.69,21,0.9031,66.52,1,0.2604
1198,7,2025-11-26,137269.38,21,0.3595,68.38,1,0.2036
1199,7,2025-11-27,137680.14,21,0.2327,70.82,0,0.1771
1200,7,2025-11-28,137921.91,21,0.3315,66.83,0,0.1387
1201,7,2025-11-29,138232.87,21,0.3164,91.65,2,0.5475
1202,7,2025-11-30,138494.87,21,0.3744,67.85,1,0.1988
1203,7,2025-12-01,138722.9,21,0.2615,67.87,0,0.1421
1204,7,2025-12-02,139134.83,21,0.2297,64.77,1,0.1361
1205,7,2025-12-03,139363.85,21,0.3374,65.64,1,0.1637
1206,7,2025-12-04,139571.36,21,0.2921,71.35,0,0.1932
1207,7,2025-12-05,139913.36,21,0.2501,71.55,2,0.2695
1208,7,2025-12-06,140208.42,21,0.3175,67.15,1,0.1809
1209,7,2025-12-07,140469.35,21,1.1586,63.74,2,0.3017
1210,7,2025-12-08,140716.15,21,0.3501,62.16,1,0.1193
1211,7,2025-12-09,141003.1,21,0.2434,68.69,1,0.1903
1212,7,2025-12-10,141242.15,21,0.3763,70.03,0,0.1882
1213,7,2025-12-11,141660.97,21,0.2343,62.99,1,0.113
1214,7,2025-12-12,141948.13,21,0.2486,87.25,0,0.3986
1215,7,2025-12-13,142204.23,21,0.3216,64.07,1,0.1406
1216,7,2025-12-14,142664.19,21,0.2538,65.6,2,0.1907
1217,7,2025-12-15,143016.63,21,0.2451,71.26,2,0.2649
1218,7,2025-12-16,143504.21,21,0.2467,68.41,2,0.2272
1219,7,2025-12-17,143788.51,21,0.3544,63.87,0,0.1028
1220,7,2025-12-18,144244.18,21,0.3718,69.44,1,0.2196
1221,7,2025-12-19,144532.31,21,0.2889,70.77,2,0.2649
1222,7,2025-12-20,144802.24,21,0.3241,69.7,0,0.176
1223,7,2025-12-21,145216.8,21,0.2715,66.68,2,0.2077
1224,7,2025-12-22,145449.1,21,0.2738,67.49,0,0.139
1225,7,2025-12-23,145743.09,21,0.233,64.57,0,0.0939
1226,7,2025-12-24,146051.86,21,0.3168,64.74,1,0.1487
1227,7,2025-12-25,146508.43,21,0.3468,69.92,1,0.2223
1228,7,2025-12-26,146796.63,21,0.2607,65.1,2,0.1851
1229,7,2025-12-27,147178.46,21,0.3318,64.39,1,0.1462
1230,7,2025-12-28,147609.8,21,1.0019,72.13,2,0.3901
1231,7,2025-12-29,147906.46,21,0.3975,71.78,0,0.2148
1232,7,2025-12-30,148107.46,21,0.3671,63.12,0,0.0947
1233,7,2025-12-31,148456.0,21,0.3287,83.33,0,0.3584
1234,7,2026-01-01,148931.11,21,0.2419,71.69,0,0.1902
1235,7,2026-01-02,149425.55,21,0.2603,62.97,0,0.0766
1236,7,2026-01-03,149879.1,21,0.2538,63.16,1,0.1182
1237,7,2026-01-04,150274.21,21,0.3283,69.03,1,0.2077
1238,7,2026-01-05,150571.56,21,0.3462,71.39,1,0.2418
1239,7,2026-01-06,150980.89,21,0.284,67.38,1,0.179
1240,7,2026-01-07,151364.71,21,0.3592,63.9,0,0.1038
1241,7,2026-01-08,151597.25,21,0.2745,82.92,0,0.3447
1242,7,2026-01-09,151986.82,21,0.2437,62.76,2,0.1514
1243,7,2026-01-10,152255.13,21,0.2143,70.24,0,0.1667
1244,7,2026-01-11,152497.29,21,0.3217,72.01,2,0.2864
1245,7,2026-01-12,152940.09,21,0.3741,72.07,1,0.2551
1246,7,2026-01-13,153207.34,21,0.3187,67.12,1,0.1808
1247,7,2026-01-14,153440.55,21,0.3685,62.72,0,0.0896
1248,7,2026-01-15,153865.97,21,0.3625,71.77,2,0.2893
1249,7,2026-01-16,154118.2,21,0.3693,72.15,0,0.2154
1250,7,2026-01-17,154482.03,21,0.2255,64.95,2,0.1778
1251,7,2026-01-18,154885.28,21,0.3115,65.19,1,0.154
1252,7,2026-01-19,155330.83,21,0.3256,85.25,1,0.4235
1253,7,2026-01-20,155543.42,21,0.9867,68.53,0,0.2597
1254,7,2026-01-21,155823.32,21,0.3863,71.53,1,0.2497
1255,7,2026-01-22,156183.57,21,0.3413,67.4,1,0.1879
1256,7,2026-01-23,156417.87,21,0.2134,72.17,2,0.2723
1257,7,2026-01-24,156767.39,21,0.3308,62.93,2,0.1667
1258,7,2026-01-25,157202.74,21,0.3092,90.51,2,0.5312
1259,7,2026-01-26,157619.41,21,0.265,63.61,1,0.1259
1260,7,2026-01-27,157960.3,21,0.3445,66.9,0,0.1416
1261,8,2025-08-01,62037.91,24,0.2257,58.44,0,0.0359
1262,8,2025-08-02,62396.55,24,0.4068,65.76,1,0.1798
1263,8,2025-08-03,62734.33,24,0.389,59.93,2,0.1404
1264,8,2025-08-04,62960.04,24,0.267,59.63,2,0.122
1265,8,2025-08-05,63335.37,24,0.9474,64.64,2,0.2859
1266,8,2025-08-06,63744.65,24,0.2867,85.48,1,0.4247
1267,8,2025-08-07,64201.38,24,0.4044,62.95,1,0.142
1268,8,2025-08-08,64534.25,24,0.2942,63.59,2,0.174
1269,8,2025-08-09,64906.66,24,0.4128,67.65,1,0.2059
1270,8,2025-08-10,65288.5,24,0.364,63.11,0,0.098
1271,8,2025-08-11,65557.44,24,0.229,63.75,2,0.1663
1272,8,2025-08-12,65887.35,24,0.2597,67.1,2,0.2156
1273,8,2025-08-13,66376.59,24,0.3832,61.72,2,0.1625
1274,8,2025-08-14,66843.68,24,0.3742,61.89,0,0.0833
1275,8,2025-08-15,67148.57,24,0.2991,62.36,0,0.0783
1276,8,2025-08-16,67448.66,24,0.7451,61.65,1,0.1758
1277,8,2025-08-17,67659.04,24,0.221,61.14,2,0.1303
1278,8,2025-08-18,67917.87,24,0.3732,66.99,2,0.2311
1279,8,2025-08-19,68210.19,24,0.4072,63.96,1,0.1559
1280,8,2025-08-20,68544.61,24,0.3438,62.81,2,0.1711
1281,8,2025-08-21,68844.29,24,0.3333,62.8,1,0.1293
1282,8,2025-08-22,69119.08,24,0.3925,59.75,0,0.0609
1283,8,2025-08-23,69536.54,24,0.3771,68.24,1,0.2084
1284,8,2025-08-24,69864.65,24,0.4141,67.06,1,0.1982
1285,8,2025-08-25,70168.41,24,0.3444,86.98,2,0.4933
1286,8,2025-08-26,70535.27,24,0.3073,62.1,0,0.0761
1287,8,2025-08-27,70809.84,24,0.4173,60.58,1,0.1124
1288,8,2025-08-28,71078.64,24,0.3859,58.77,0,0.0599
1289,8,2025-08-29,71498.71,24,0.3666,63.27,1,0.1407
1290,8,2025-08-30,71710.23,24,0.4148,65.38,0,0.1359
1291,8,2025-08-31,71972.87,24,0.2494,60.39,0,0.0446
1292,8,2025-09-01,72207.28,24,0.4162,60.84,0,0.0756
1293,8,2025-09-02,72641.43,24,0.2468,67.56,0,0.1398
1294,8,2025-09-03,72891.75,24,0.314,63.49,2,0.1757
1295,8,2025-09-04,73204.92,24,0.2598,63.62,2,0.1693
1296,8,2025-09-05,73645.86,24,0.312,65.8,2,0.2062
1297,8,2025-09-06,73967.48,24,0.279,66.29,1,0.1678
1298,8,2025-09-07,74387.62,24,0.2979,63.78,0,0.097
1299,8,2025-09-08,74761.73,24,0.345,60.23,1,0.0969
1300,8,2025-09-09,75024.77,24,0.3415,64.46,1,0.1527
1301,8,2025-09-10,75291.22,24,0.3955,65.2,0,0.1307
1302,8,2025-09-11,75768.25,24,0.4196,59.72,2,0.1449
1303,8,2025-09-12,76104.51,24,0.2958,81.93,0,0.3387
1304,8,2025-09-13,76467.36,24,0.2455,84.66,2,0.4476
1305,8,2025-09-14,76720.11,24,0.2633,61.24,0,0.058
1306,8,2025-09-15,76981.93,24,0.7216,83.06,0,0.4177
1307,8,2025-09-16,77414.91,24,0.2887,66.78,0,0.1357
1308,8,2025-09-17,77861.21,24,0.3456,62.78,0,0.0909
1309,8,2025-09-18,78343.5,24,0.2735,83.85,0,0.361
1310,8,2025-09-19,78753.03,24,0.2381,59.16,1,0.0777
1311,8,2025-09-20,79122.15,24,1.1781,62.47,0,0.2116
1312,8,2025-09-21,79419.08,24,1.1683,62.27,2,0.2875
1313,8,2025-09-22,79810.63,24,0.3119,62.58,1,0.1232
1314,8,2025-09-23,80159.11,24,0.2603,63.75,1,0.131
1315,8,2025-09-24,80480.25,24,0.3893,61.31,0,0.0778
1316,8,2025-09-25,80763.78,24,0.2652,65.11,0,0.1099
1317,8,2025-09-26,81069.27,24,0.3056,64.13,1,0.1429
1318,8,2025-09-27,81444.42,24,0.4159,80.7,1,0.3804
1319,8,2025-09-28,81816.73,24,0.25,64.61,0,0.101
1320,8,2025-09-29,82251.45,24,0.2288,68.03,1,0.1834
1321,8,2025-09-30,82748.89,24,0.2509,61.93,1,0.1054
1322,8,2025-10-01,82953.89,24,0.2549,85.18,2,0.456
1323,8,2025-10-02,83356.9,24,0.2774,65.84,0,0.1215
1324,8,2025-10-03,83607.74,24,0.4011,60.76,1,0.1123
1325,8,2025-10-04,84082.82,24,0.4084,68.83,2,0.261
1326,8,2025-10-05,84545.9,24,0.2444,67.93,1,0.1844
1327,8,2025-10-06,84976.95,24,0.3183,62.73,2,0.1661
1328,8,2025-10-07,85451.55,24,0.3582,66.94,2,0.2283
1329,8,2025-10-08,85689.53,24,0.2314,66.46,0,0.1229
1330,8,2025-10-09,85951.69,24,0.2581,68.68,1,0.1965
1331,8,2025-10-10,86445.49,24,0.3861,65.12,1,0.1682
1332,8,2025-10-11,86731.27,24,0.3619,65.8,2,0.2136
1333,8,2025-10-12,87068.51,24,0.2722,59.77,1,0.0828
1334,8,2025-10-13,87550.9,24,1.2424,69.29,2,0.3922
1335,8,2025-10-14,87996.8,24,0.2707,63.06,1,0.1235
1336,8,2025-10-15,88246.14,24,0.3923,68.81,0,0.1783
1337,8,2025-10-16,88690.31,24,0.2631,64.16,0,0.0969
1338,8,2025-10-17,89104.52,24,0.3696,65.43,0,0.1298
1339,8,2025-10-18,89436.3,24,0.3418,65.46,2,0.2061
1340,8,2025-10-19,89821.96,24,0.3574,62.86,0,0.0937
1341,8,2025-10-20,90238.86,24,0.3147,64.92,2,0.1948
1342,8,2025-10-21,90696.22,24,0.3657,59.59,1,0.0968
1343,8,2025-10-22,91132.95,24,0.2962,65.2,1,0.1558
1344,8,2025-10-23,91522.87,24,0.3153,63.83,1,0.1403
1345,8,2025-10-24,91770.28,24,1.1003,64.42,2,0.306
1346,8,2025-10-25,91999.77,24,0.3819,66.36,0,0.1441
1347,8,2025-10-26,92279.36,24,0.2822,64.08,1,0.1387
1348,8,2025-10-27,92530.51,24,1.2155,64.29,0,0.2416
1349,8,2025-10-28,93018.1,24,0.2557,69.57,0,0.168
1350,8,2025-10-29,93282.79,24,0.2359,68.26,2,0.2275
1351,8,2025-10-30,93548.98,24,0.2752,64.9,1,0.1486
1352,8,2025-10-31,93825.4,24,0.2555,67.85,1,0.185
1353,8,2025-11-01,94270.62,24,0.8326,60.38,2,0.212
1354,8,2025-11-02,94503.54,24,0.3242,67.36,0,0.1488
1355,8,2025-11-03,94925.21,24,0.3322,65.23,0,0.1216
1356,8,2025-11-04,95212.64,24,1.1529,67.91,0,0.2804
1357,8,2025-11-05,95487.83,24,0.2786,64.26,2,0.1806
1358,8,2025-11-06,95868.44,24,0.2981,61.41,0,0.0656
1359,8,2025-11-07,96079.67,24,0.3254,62.03,2,0.1579
1360,8,2025-11-08,96337.91,24,0.3041,67.93,1,0.1933
1361,8,2025-11-09,96778.1,24,0.2709,63.77,0,0.0929
1362,8,2025-11-10,97143.62,24,0.2804,66.65,0,0.1327
1363,8,2025-11-11,97586.9,24,0.3696,64.48,2,0.1971
1364,8,2025-11-12,97853.87,24,0.2502,69.42,2,0.2451
1365,8,2025-11-13,98259.45,24,0.2691,60.56,2,0.1299
1366,8,2025-11-14,98727.6,24,0.2645,64.35,1,0.1396
1367,8,2025-11-15,99136.76,24,0.2689,64.24,2,0.1789
1368,8,2025-11-16,99402.76,24,0.2553,60.32,1,0.0846
1369,8,2025-11-17,99680.65,24,0.3847,67.57,1,0.2006
1370,8,2025-11-18,99966.33,24,0.2944,67.64,2,0.228
1371,8,2025-11-19,100384.17,24,0.3539,63.5,1,0.1418
1372,8,2025-11-20,100655.92,24,0.3044,68.47,1,0.2006
1373,8,2025-11-21,101065.09,24,0.3236,65.59,2,0.205
1374,8,2025-11-22,101430.14,24,1.1652,64.97,2,0.323
1375,8,2025-11-23,101901.95,24,0.3222,70.0,1,0.2237
1376,8,2025-11-24,102116.99,24,0.2999,69.48,2,0.2534
1377,8,2025-11-25,102538.3,24,0.2473,83.34,2,0.4304
1378,8,2025-11-26,102841.88,24,0.2718,85.95,2,0.4688
1379,8,2025-11-27,103295.22,24,0.4196,67.8,2,0.249
1380,8,2025-11-28,103704.52,24,0.4146,83.34,0,0.3754
1381,8,2025-11-29,104188.55,24,0.3224,66.95,0,0.1431
1382,8,2025-11-30,104398.01,24,0.3886,60.69,2,0.1495
1383,8,2025-12-01,104618.41,24,0.3979,66.22,0,0.1446
1384,8,2025-12-02,104836.27,24,0.2623,64.0,1,0.1346
